,tanggal,jenis_kejadian_bencana,alamat,location,latitude,longitude
11804,2020-09-01,Kebakaran,"Terminal Pulo Gadung, Kayu Putih, Pulogadung,  Kota Administrasi Jakarta Timur","Kayu Putih, Pulogadung, DKI Jakarta",-6.17790999999994,106.88272000000006
11805,2020-09-01,Kebakaran,"Jl.Rawajati Timur II , Rawajati, Pancoran,  Kota Administrasi Jakarta Selatan","Jalan Rawa Jati Timur II, Pancoran, DKI Jakarta, 12750",-6.259512850233999,106.85508356389525
11815,2020-09-01,Kebakaran,"Jl.Gatot Subroto Kav 51 - 52, Petamburan, Tanah Abang,  Kota Administrasi Jakarta Pusat","Jalan Gatot Subroto 51, Tanah Abang, DKI Jakarta, 10260",-6.202249981557131,106.80069003570856
11820,2020-09-02,Kebakaran,"Jl. Hidayah, Kelapa Dua Wetan, Ciracas,  Kota Administrasi Jakarta Timur","Jalan Hidayah, Ciracas, DKI Jakarta, 13730",-6.3431685668652795,106.88795407331953
11826,2020-09-02,Kebakaran,"Jl. M.T. Haryono Arah Pancoran, Cawang, Kramat Jati,  Kota Administrasi Jakarta Timur","Cawang, Kramatjati, DKI Jakarta",-6.252819999999929,106.86459000000008
11827,2020-09-03,Kebakaran,"Jl. Radio III No.3, Kramat Pela, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Radio III 3, Kebayoran Baru, DKI Jakarta, 12130",-6.249379998189113,106.79322997424435
11831,2020-09-03,Kebakaran,"Jl. Pangandaran V, Ancol, Pademangan,  Kota Administrasi Jakarta Utara","Jalan Pangandaran 5, Pademangan, DKI Jakarta, 14430",-6.122909945493056,106.82356010043227
11833,2020-09-03,Kebakaran,"Jl. Raya Bekasi, Km. 24,5, Cakung Timur, Cakung,  Kota Administrasi Jakarta Timur","Jalan Raya Bekasi 24, Cakung, DKI Jakarta, 13910",-6.182419991205649,106.93745000610943
11846,2020-09-04,Kebakaran,"Jl.Jomas , Meruya Utara, Kembangan,  Kota Administrasi Jakarta Barat","Jalan Jomas, Kembangan, DKI Jakarta, 11620",-6.195185036686823,106.7588304569671
11851,2020-09-04,Kebakaran,"Jl.Komplek Graha Indah Green Ville, Duri Kepa, Kebun Jeruk,  Kota Administrasi Jakarta Barat","Duri Kepa, Kebon Jeruk, DKI Jakarta",-6.175039999999967,106.77291000000008
11853,2020-09-05,Kebakaran,"Jl.Klingkit 3 No..5, Rawa Buaya, Cengkareng,  Kota Administrasi Jakarta Barat","Jalan Klingkit 3 5, Cengkareng, DKI Jakarta, 11740",-6.162805578899591,106.7451807818651
11861,2020-09-05,Kebakaran,"Jl. Kp. Ps. Minggu, Kembangan Selatan, Kembangan,  Kota Administrasi Jakarta Barat","Kembangan Selatan, Kembangan, DKI Jakarta",-6.18268999999998,106.75188000000009
11862,2020-09-05,Kebakaran,"PT. Iron Bird, Jl. Cacing, Semper Timur, Cilincing,  Kota Administrasi Jakarta Utara","Semper Timur, Cilincing, DKI Jakarta",-6.112239999999929,106.92572000000007
11863,2020-09-06,Kebakaran,"Jl. Mampang Prapatan IV, Tegal Parang, Mampang Prapatan,  Kota Administrasi Jakarta Selatan","Jalan Mampang Prapatan IV, Mampang Prapatan, DKI Jakarta, 12720",-6.24540076155224,106.82908512785397
11864,2020-09-06,Kebakaran,"Jl. Tipar Cakung gg. Kancil, Sukapura, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Tipar Cakung, Cilincing, DKI Jakarta, 14140",-6.145746660353244,106.92308585822634
11865,2020-09-06,Kebakaran,"Jl. Serdang Baru XII No.. 35, Serdang, Kemayoran,  Kota Administrasi Jakarta Pusat","Jalan Serdang Baru XII 35, Kemayoran, DKI Jakarta, 10650",-6.159888094898269,106.86504169250536
11867,2020-09-06,Kebakaran,"Jl. Kesatrian 38, Kebon manggis, Matraman,  Kota Administrasi Jakarta Timur","Jalan Kesatrian 38, Matraman, DKI Jakarta, 13150",-6.206590005292838,106.85508003777596
11870,2020-09-06,Kebakaran,"Jl. Layur No. 39, Jati, Pulogadung,  Kota Administrasi Jakarta Timur","Jalan Layur 39, Pulogadung, DKI Jakarta, 13220",-6.193989993163385,106.8983699692871
11876,2020-09-06,Kebakaran,"GG seratus jln Famili, Tanjung barat, Jagakarsa,  Kota Administrasi Jakarta Selatan","Jalan Famili, Jagakarsa, DKI Jakarta, 12650",-6.312682376587847,106.8406029604754
11879,2020-09-06,Kebakaran,"Jl. Komp Walikota Blok E1 No. 15A, Joglo, Kembangan,  Kota Administrasi Jakarta Barat","Joglo, Kembangan, DKI Jakarta",-6.215999999999951,106.73756000000009
11882,2020-09-07,Kebakaran,"Jl.Ketapang Gg.Jati Kuning 2, Jatipadang, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Jalan Ketapang, Pasar Minggu, DKI Jakarta, 12540",-6.2821953434692475,106.83477235848808
11883,2020-09-07,Kebakaran,"Jl.Kesayangan No..10, Pegadungan, Kalideres,  Kota Administrasi Jakarta Barat","Jalan Pegadungan 10, Kalideres, DKI Jakarta, 11840",-6.155737155154405,106.70164586710276
11885,2020-09-07,Kebakaran,"Jl.Bukit Duri, Bukit Duri, Tebet,  Kota Administrasi Jakarta Selatan","Jalan Bukit Duri, Tebet, DKI Jakarta, 12840",-6.218642708949289,106.86089095699336
11886,2020-09-07,Kebakaran,"Jl.Gg.Nur Jatinegara Barat ( RS.Primer Jatinegara ), Bali Mester, Jatinegara,  Kota Administrasi Jakarta Timur","Bali Mester, Jatinegara, DKI Jakarta",-6.219089999999937,106.86723000000006
11890,2020-09-07,Kebakaran,"Jl.Ruko Grencourt Lake Residen No..A25, Cengkareng Timur, Cengkareng,  Kota Administrasi Jakarta Barat","Cengkareng Timur, Cengkareng, DKI Jakarta",-6.137309999999957,106.73577000000006
11891,2020-09-07,Kebakaran,"Menteng Wadas Utara, Pasar Manggis, Setiabudi,  Kota Administrasi Jakarta Selatan","Jalan Menteng Wadas Utara, Setiabudi, DKI Jakarta, 12970",-6.209889746917117,106.84076022292375
11892,2020-09-08,Kebakaran,"Jl.Ki Dadeng, Pulau Pari, Kep. Seribu Selatan,  Kab. Administrasi Kep. Seribu","Seribu, Lampung",-5.57493999999997,105.22969000000006
11905,2020-09-08,Kebakaran,"Jl. Komplek Taman Alfa Indah, Joglo, Kembangan,  Kota Administrasi Jakarta Barat","Taman Alfa Indah, Kembangan, DKI Jakarta, 11640",-6.220635154179934,106.75588481597717
11906,2020-09-08,Kebakaran,"Jl. Ring Road Timur, Cengkareng Timur, Cengkareng,  Kota Administrasi Jakarta Barat","Cengkareng Timur, Cengkareng, DKI Jakarta",-6.137309999999957,106.73577000000006
11907,2020-09-09,Kebakaran,"Jl. Pergudangan Kamal Indah Blok B No.10, Kamal, Kalideres,  Kota Administrasi Jakarta Barat","Blok Bb 10, Kalideres, DKI Jakarta, 11830",-6.1308600130169,106.69441999247971
11908,2020-09-09,Kebakaran,"Brigif Jaya Sakti, Pekayon, Pasar Rebo,  Kota Administrasi Jakarta Timur","Pekayon, Pasar Rebo, DKI Jakarta",-6.343779999999981,106.86967000000004
11914,2020-09-09,Kebakaran,"Jl. Batu 1, Gg. Arab, Pejaten Timur, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Jalan Batu 1, Pasar Minggu, DKI Jakarta, 12510",-6.267799984788425,106.84793002291019
11915,2020-09-09,Kebakaran,"Jl. Rawasari Barat IX, No.171 (titik kenal RPTRA Beringin), Cempaka Putih Timur, Cempaka Putih,  Kota Administrasi Jakarta Pusat","Jalan Rawa Sari Barat 9 171, Cempaka Putih, DKI Jakarta, 10510",-6.1827799939470225,106.87124998628684
11922,2020-09-09,Kebakaran,"Jl. Cilangkap Baru, Cilangkap, Cipayung,  Kota Administrasi Jakarta Timur","Jalan Cilangkap Baru, Cipayung, DKI Jakarta, 13870",-6.340127843072718,106.90952192694171
11923,2020-09-09,Kebakaran,"Jl. Menceng Raya Prima Blok D3 No. 1A  dan 1B, Tegal Alur, Kalideres,  Kota Administrasi Jakarta Barat","Tegal Alur, Kalideres, DKI Jakarta",-6.114189999999951,106.71609000000007
11926,2020-09-09,Kebakaran,"Jl. Taman Semanan Raya, Duri Kosambi, Cengkareng,  Kota Administrasi Jakarta Barat","Duri Kosambi, Cengkareng, DKI Jakarta",-6.168429999999944,106.71905000000004
11927,2020-09-09,Kebakaran,"Jl. D Raya, No. 39, Karang Anyar , Sawah Besar,  Kota Administrasi Jakarta Pusat","Jalan Karang Anyar 39, Sawah Besar, DKI Jakarta, 10740",-6.152144542717192,106.8274776081274
11929,2020-09-10,Kebakaran,"Jl.H.Mahda ( SDN 09 ), Cibubur, Ciracas,  Kota Administrasi Jakarta Timur","Cibubur, Ciracas, DKI Jakarta",-6.354579999999942,106.87864000000008
11934,2020-09-10,Kebakaran,"Jl.Kota Bambu Utara Gg.Ricik No..8, Kota Bambu Utara, Palmerah,  Kota Administrasi Jakarta Barat","Jalan Kota Bambu Utara 8, Palmerah, DKI Jakarta, 11420",-6.186259992507402,106.80796997007354
11935,2020-09-10,Kebakaran,"Jl.Pondok Kelapa Raya, Pondok Kelapa, Duren Sawit,  Kota Administrasi Jakarta Timur","Jalan Pondok Kelapa Raya, Duren Sawit, DKI Jakarta, 13450",-6.241104248010672,106.93434685400804
11936,2020-09-10,Kebakaran,"Jl.Harapan, Cakung Timur, Cakung,  Kota Administrasi Jakarta Timur","Cakung Timur, Cakung, DKI Jakarta",-6.166319999999928,106.96240000000006
11937,2020-09-10,Kebakaran,"Jl.Rawa Bebek, Penjaringan, Penjaringan,  Kota Administrasi Jakarta Utara","Jalan Rawa Bebek, Penjaringan, DKI Jakarta, 14440",-6.131961894053518,106.80114634657956
11939,2020-09-10,Kebakaran,"Jl. Plaju No. 3, Kebon Melati, Tanah Abang,  Kota Administrasi Jakarta Pusat","Jalan Plaju 3, Tanah Abang, DKI Jakarta, 10230",-6.200990013871802,106.82188996431506
11941,2020-09-11,Kebakaran,"PT. Radian Putra Polindo Pratama, Kawasan PIK Blok G Cakung, Penggilingan, Cakung,  Kota Administrasi Jakarta Timur","Penggilingan, Cakung, DKI Jakarta",-6.200469999999939,106.93513000000007
11944,2020-09-11,Kebakaran,"Jl. Raya Ragunan ( Terminal Baru Pasar Minggu ), Ragunan, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Jalan Raya Ragunan, Pasar Minggu, DKI Jakarta, 12520",-6.285552307673173,106.84084126610357
11950,2020-09-12,Kebakaran,"Komplek Gading Residence, Jl. Pelangi Raya Blok A.3 No.97, Pegangsaan Dua, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Pelangi Raya 3, Kelapa Gading, DKI Jakarta, 14250",-6.1748100194031394,106.91568002426794
11951,2020-09-12,Kebakaran,"Jl. Latumenten Raya, Jelambar, Grogol Petamburan,  Kota Administrasi Jakarta Barat","Jalan Latumenten, Grogol Petamburan, DKI Jakarta, 11450",-6.15427439711169,106.79494560093121
11957,2020-09-13,Kebakaran,"Jl. Raya Sentra Primer, Pulo Gebang, Cakung,  Kota Administrasi Jakarta Timur","Pulo Gebang, Cakung, DKI Jakarta",-6.2111399999999435,106.95810000000006
11959,2020-09-13,Kebakaran,"Jl. Waru Doyong ( Buaran 1 Samping SD Negri 08 Pagi jati Negara ), Jatinegara, Cakung,  Kota Administrasi Jakarta Timur","Jalan Waru Doyong, Cakung, DKI Jakarta, 13930",-6.212279350262342,106.92114007981547
11975,2020-09-14,Kebakaran,"Jl. Petogogan II No.30, Kramat Pela, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Petogogan II 30, Kebayoran Baru, DKI Jakarta, 12160",-6.254439985498053,106.79551999401093
11976,2020-09-14,Kebakaran,"PT. SKF Indonesia, Jl. Tipar Inspeksi Cakung Drain, Cakung Barat, Cakung,  Kota Administrasi Jakarta Timur","Jalan Tipar, Cakung, DKI Jakarta, 13910",-6.162744961289107,106.93416006720355
11977,2020-09-14,Kebakaran,"Jl. panti Asuhan No.A6, Cipinang Cimpedak, Jatinegara,  Kota Administrasi Jakarta Timur","Jalan Panti Asuhan, Jatinegara, DKI Jakarta, 13340",-6.2293229608180605,106.87390397489696
11978,2020-09-14,Kebakaran,"komplek Billymoon, Jl. Janur Raya, Pondok Kelapa, Duren Sawit,  Kota Administrasi Jakarta Timur","Jalan Janur Raya, Duren Sawit, DKI Jakarta, 13450",-6.241900472569182,106.9298916019115
11979,2020-09-14,Kebakaran,"Jl. Raya Pondok Kelapa, Pondok Kelapa, Duren Sawit,  Kota Administrasi Jakarta Timur","Pondok Kelapa, Duren Sawit, DKI Jakarta",-6.238869999999963,106.93430000000006
11980,2020-09-15,Kebakaran,"Jl. Bugis Raya, Kebon Bawang, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Bugis, Tanjung Priok, DKI Jakarta, 14320",-6.115719948949163,106.88587229811273
11981,2020-09-15,Kebakaran,"Jl. Kebagusan Raya, Kebagusan, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Jalan Kebagusan Raya, Pasar Minggu, DKI Jakarta, 12520",-6.296863265778157,106.8267109421122
11984,2020-09-15,Kebakaran,"Jl. Kalisari VIII, Kalisari, Pasar Rebo,  Kota Administrasi Jakarta Timur","Jalan Kalisari, Pasar Rebo, DKI Jakarta, 13710",-6.339195291592779,106.86174133187767
11987,2020-09-15,Kebakaran,"Jl. Otista Raya, No. 26, Bidara Cina, Jatinegara,  Kota Administrasi Jakarta Timur","Jalan Otista Raya, Jatinegara, DKI Jakarta, 13330",-6.238069960958356,106.86859506036555
11988,2020-09-15,Kebakaran,"Jl. Taman Permata Indah, Blok PA, No.15, Pejagalan, Penjaringan,  Kota Administrasi Jakarta Utara","Jalan Taman Permata Indah II 15, Penjaringan, DKI Jakarta, 14450",-6.140075017588294,106.77785896414187
12000,2020-09-15,Kebakaran,"Jl. Kayu Tinggi Merpati III, No. 12, Cakung Timur, Cakung,  Kota Administrasi Jakarta Timur","Jalan Kayu Tinggi, Cakung, DKI Jakarta, 13910",-6.165532195767379,106.9486707642305
12001,2020-09-15,Kebakaran,"Jl. Imam Mahbud, Duri Pulo, Gambir,  Kota Administrasi Jakarta Pusat","Jalan Imam Mahbud, Gambir, DKI Jakarta, 10140",-6.161704958779506,106.80807175970224
12005,2020-09-16,Kebakaran,"Jl. Mintra, Kel. Harja Mukti, Kec. Cimanggis, Depok, Depok, Kota Depok","Gang Mitra, Cimanggis, Jawa Barat, 16454",-6.360899592942403,106.90666122521692
12007,2020-09-16,Kebakaran,"Jl. Puri Kembangan Raya, Kedoya selatan, Kebun Jeruk,  Kota Administrasi Jakarta Barat","Jalan Puri Kembangan, Kebon Jeruk, DKI Jakarta, 11520",-6.184424266952236,106.75395156030633
12013,2020-09-16,Kebakaran,"Jln. Pulo Melati, Grogol Utara, Kebayoran Lama,  Kota Administrasi Jakarta Selatan","Jalan Pulo Melati, Kebayoran Lama, DKI Jakarta, 12210",-6.210160950414721,106.79096883470253
12014,2020-09-17,Kebakaran,"Jl. KS. Tubun No. 85, Petamburan, Tanah Abang,  Kota Administrasi Jakarta Pusat","Jalan Petamburan 85, Tanah Abang, DKI Jakarta, 10260",-6.190180518974336,106.80948928491554
12018,2020-09-16,Kebakaran,"Jl.raya Pluit RW.06 Taman waduk pluit, Pluit, Penjaringan,  Kota Administrasi Jakarta Utara","Jalan Pluit Raya 6, Penjaringan, DKI Jakarta, 14440",-6.1268850007551485,106.80360388084272
12025,2020-09-17,Kebakaran,"jl. Bambu Wulung I, Bambu Apus, Cipayung,  Kota Administrasi Jakarta Timur","Jalan Bambu Wulung I, Cipayung, DKI Jakarta, 13890",-6.319611963545706,106.903994059355
12026,2020-09-18,Kebakaran,"Jl. Pinang Ranti II Titik kenal Belakang SMA 48, Pinang Ranti, Makasar,  Kota Administrasi Jakarta Timur","Jalan Pinang Ranti II, Makasar, DKI Jakarta, 13660",-6.285762614552232,106.88305735188285
12027,2020-09-18,Kebakaran,"Jl. Kali Baru Timur, Bungur, Senen,  Kota Administrasi Jakarta Pusat","Jalan Kali Baru Timur, Senen, DKI Jakarta, 10460",-6.171078196032623,106.84611844553723
12029,2020-09-18,Kebakaran,"Jl. Kali Baru Barat, kalibaru, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Kali Baru Barat, Cilincing, DKI Jakarta, 14110",-6.103048370071296,106.916687179342
12037,2020-09-18,Kebakaran,"Jl. raya Pondok Randu, Duri Kosambi, Cengkareng,  Kota Administrasi Jakarta Barat","Jalan Pondok Randu Raya, Cengkareng, DKI Jakarta, 11750",-6.174815367623435,106.72532627897436
12041,2020-09-19,Kebakaran,"jl keramat 4 B, Lubang Buaya, Cipayung,  Kota Administrasi Jakarta Timur","Jalan Kramat 4, Cipayung, DKI Jakarta, 13810",-6.291789997504921,106.90606003017444
12044,2020-09-19,Kebakaran," Jl. Benhil Gg XIII , Bendungan Hilir, Tanah Abang,  Kota Administrasi Jakarta Pusat","Bendungan Hilir, Tanah Abang, DKI Jakarta",-6.2058099999999286,106.80714000000006
12049,2020-09-20,Kebakaran,"Jl. Pelabuhan Raya Kalibaru III, kalibaru, Cilincing,  Kota Administrasi Jakarta Utara","Kali Baru, Cilincing, DKI Jakarta",-6.101389999999981,106.93135000000007
12056,2020-09-21,Kebakaran,"Gedung Kemensos, Jl. Salemba Raya, Kenari, Senen,  Kota Administrasi Jakarta Pusat","Jalan Salemba Raya, Senen, DKI Jakarta, 10430",-6.1950218661679095,106.8474466124942
12058,2020-09-21,Kebakaran,"Jl. Boulevard Raya Blok VI No23, Kelapa gading Timur, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Boulevard Raya 23, Kelapa Gading, DKI Jakarta, 14240",-6.173520002594927,106.89615999669587
12059,2020-09-21,Kebakaran,"Jl. Kelapa Dua Wetan, Kelapa Dua Wetan, Ciracas,  Kota Administrasi Jakarta Timur","Jalan Kelapa Dua Wetan, Ciracas, DKI Jakarta, 13730",-6.338596645554832,106.88807785810236
12063,2020-09-21,Kebakaran,"Jl. Mangga Besar 9, Tangki, Tamansari,  Kota Administrasi Jakarta Barat","Jalan Mangga Besar 9, Tamansari, DKI Jakarta, 11160",-6.147329991751974,106.82361001466569
12072,2020-09-21,Kebakaran,"Jl. Pasir Dalam 3, Ciganjur, Jagakarsa,  Kota Administrasi Jakarta Selatan","Jalan Pasir 3, Jagakarsa, DKI Jakarta, 12630",-6.336369987733832,106.80378002431422
12073,2020-09-21,Kebakaran,"Jl,. Mangga Besar 9 Gg Losufan, Tangki, Tamansari,  Kota Administrasi Jakarta Barat","Jalan Mangga Besar 9, Tamansari, DKI Jakarta, 11160",-6.147329991751974,106.82361001466569
12074,2020-09-22,Kebakaran,"Jl. Raya Bekasi Km 23, Cakung Barat, Cakung,  Kota Administrasi Jakarta Timur","Jalan Raya Bekasi 23, Cakung, DKI Jakarta, 13910",-6.18207000483855,106.93608995850013
12080,2020-09-22,Kebakaran,"Jl. Petamburan III, Petamburan, Tanah Abang,  Kota Administrasi Jakarta Pusat","Jalan Petamburan III, Tanah Abang, DKI Jakarta, 10260",-6.1945382867574885,106.80708753168653
12087,2020-09-22,Kebakaran,"Komplek DPR MPR,Gedung Nusantara III Lt. 4,Jl. Gatot Subroto , Gelora, Tanah Abang,  Kota Administrasi Jakarta Pusat","Jalan Gatot Subroto, Tanah Abang, DKI Jakarta, 10270",-6.2255049642294225,106.79858508836412
12088,2020-09-23,Kebakaran,"Jl. Kirai Gg. 13 No.48, Cipete Utara, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Kirai 13, Kebayoran Baru, DKI Jakarta, 12150",-6.258443812415294,106.80381128395639
12089,2020-09-23,Kebakaran,"Jl. Pergudangan Nusa Indah XXI No.67, Kapuk, Cengkareng,  Kota Administrasi Jakarta Barat","Jalan Pergudangan, Cengkareng, DKI Jakarta, 11720",-6.1475714745494985,106.76623955880474
12090,2020-09-23,Kebakaran,"Jl. Arjuna Utara, Tanjung Duren Selatan, Grogol Petamburan,  Kota Administrasi Jakarta Barat","Jalan Arjuna Utara, Grogol Petamburan, DKI Jakarta, 11470",-6.184960768181136,106.78738165942332
12107,2020-09-24,Kebakaran,"Jl. Inspeksi Kirana, No. 28, Semper Timur, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Inspeksi Kirana, Cilincing, DKI Jakarta, 14140",-6.144676790629539,106.94106009180706
12109,2020-09-24,Kebakaran,"Jl. Cempaka Putih Barat XI, Cempaka Putih Barat , Cempaka Putih,  Kota Administrasi Jakarta Pusat","Jalan Cempaka Putih Barat XI, Cempaka Putih, DKI Jakarta, 10520",-6.177763786434854,106.86207428259003
12116,2020-09-25,Kebakaran,"Jl. Petamburan V Gg Mulia, Petamburan, Tanah Abang,  Kota Administrasi Jakarta Pusat","Jalan Petamburan V, Tanah Abang, DKI Jakarta, 10260",-6.197432731087465,106.80572441803928
12118,2020-09-24,Kebakaran,"Jl. Kalibaru Barat 1, Kalibaru, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Kali Baru Barat1, Cilincing, DKI Jakarta, 14110",-6.105564715757617,106.91668073221382
12122,2020-09-25,Kebakaran," Jl. Lagoa terusan (kali kresek) Gg 2, Lagoa, Koja,  Kota Administrasi Jakarta Utara","Jalan Lagoa, Koja, DKI Jakarta, 14210",-6.110599947213473,106.90703006782894
12123,2020-09-25,Kebakaran,"Jl. Pangkalan Asem Raya, Cempaka Putih Barat , Cempaka Putih,  Kota Administrasi Jakarta Pusat","Jalan Pangkalan Asem, Cempaka Putih, DKI Jakarta, 10520",-6.175717634717461,106.85808485424965
12124,2020-09-25,Kebakaran,"Jl. Suryo No.15, Rawa Barat, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Suryo 15, Kebayoran Baru, DKI Jakarta, 12180",-6.235970000846294,106.81412999835521
12131,2020-09-26,Kebakaran,"Jl.  Rorotan IX ke arah BKT, Rorotan, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Rorotan IX, Cilincing, DKI Jakarta, 14140",-6.157760621104417,106.95408170779321
12132,2020-09-26,Kebakaran,"Central Park, Jln.Tanjung Duren Selatan, Tanjung Duren Selatan, Grogol Petamburan,  Kota Administrasi Jakarta Barat","Jalan Tanjung Duren Selatan, Grogol Petamburan, DKI Jakarta, 11470",-6.184280355724104,106.78502905565756
12139,2020-09-26,Kebakaran,"Jl. Cempaka Puith Barat Raya No.42, Cempaka Putih Barat , Cempaka Putih,  Kota Administrasi Jakarta Pusat","Jalan Cempaka Putih Barat Raya 42, Cempaka Putih, DKI Jakarta, 10520",-6.182130019265287,106.86444999969774
12142,2020-09-27,Kebakaran,"Jl. Komp. Polri Gg. Buni No..4, Munjul, Cipayung,  Kota Administrasi Jakarta Timur","Jalan Buni 4, Cipayung, DKI Jakarta, 13850",-6.341923783121515,106.89668901538859
12145,2020-09-28,Kebakaran,"Jl. Jatipadang III No. 8, Jatipadang, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Jalan Jatipadang I 8, Pasar Minggu, DKI Jakarta, 12540",-6.286300018563068,106.8284499770163
12151,2020-09-28,Kebakaran,"Jl. Inspeksi Kirana Cakung, Cilincing, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Inspeksi Kirana, Cilincing, DKI Jakarta, 14140",-6.144676790629539,106.94106009180706
12160,2020-09-29,Kebakaran,"Jln. Pasar Minggu, Kembangan Selatan, Kembangan,  Kota Administrasi Jakarta Barat","Kembangan Selatan, Kembangan, DKI Jakarta",-6.18268999999998,106.75188000000009
12169,2020-09-29,Kebakaran,"Jl. Raya Pegangsaan Dua No.43, Pegangsaan Dua, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Pegangsaan Dua 43, Kelapa Gading, DKI Jakarta, 14250",-6.174440000287461,106.91789997132395
12170,2020-09-29,Kebakaran,"Jl. Raya Bogor, POOL Bus PO Kramat Jati, Kramat Jati, Kramat Jati,  Kota Administrasi Jakarta Timur","Jalan Raya Bogor, Kramatjati, DKI Jakarta, 13510",-6.274869602377889,106.86751998311333
12171,2020-09-29,Kebakaran,"Jl. Kramat IV No..60, Lubang Buaya, Cipayung,  Kota Administrasi Jakarta Timur","Jalan Kramat IV 60, Cipayung, DKI Jakarta, 13810",-6.296408360786233,106.91047369587496
