tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,,
2020-06-06,Bantuan Operasi,Bantuan Operasi Lainnya,Petugas Pemadam,Jl. Cileduk Raya (Depan Pasar Cipulir),Cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-06,Bantuan Operasi,Bantuan Operasi Lainnya,Petugas Pemadam, Jl. Raya Pasar Jumat Kelurahan Pondok Pinang kecamatan Kebayoran Lama Jaksel,Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-06,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Datang,kantor Sektor VI Kembangan,Kembangan Selatan,Kembangan, Kota Administrasi Jakarta Barat,0,0,,
2020-06-06,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Datang,Pos Pemadam Rawa Buaya,Rawa Buaya,Cengkareng, Kota Administrasi Jakarta Barat,0,0,,
2020-06-06,Penyelamatan,Penyelamatan Transportasi,Masyarakat Datang,Jl. Taman Palem lestari,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat,0,0,,
2020-06-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Rawa Kuning,Ujung Menteng,Cakung, Kota Administrasi Jakarta Timur,9,450000000,,
2020-06-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Joglo Raya,Joglo,Kembangan, Kota Administrasi Jakarta Barat,0,0,,
2020-06-06,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Adiaksa II No..43,Lebak Bulus,Cilandak, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-06,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Antasari,Cipete Utara,Kebayoran Baru, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-07,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Abdurohim Pulau Pari,Pulau Pari,Kep. Seribu Selatan, Kab. Administrasi Kep. Seribu,0,0,,
2020-06-07,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Datang,Pos Damkar Kalibata Jakarta Selatan,Rawajati,Pancoran, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-07,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Bahari Raya No.45,Cilandak Barat,Cilandak, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-07,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Pengadegan Utara No.33,Pengadegan,Pancoran, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-07,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Raya Lubang Buaya,Lubang Buaya,Cipayung, Kota Administrasi Jakarta Timur,0,0,,
2020-06-07,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl. Raya Cilangkap Gg. Sepakat VIII,Cilangkap,Cipayung, Kota Administrasi Jakarta Timur,0,0,,
2020-06-07,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Warakas VI Gg.2,Warakas,Tanjung Priok, Kota Administrasi Jakarta Utara,0,0,,
2020-06-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pembangunan,Cipinang Melayu,Makasar, Kota Administrasi Jakarta Timur,0,150000000,,
2020-06-07,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Apartement East Park,jatinegara,Cakung, Kota Administrasi Jakarta Timur,0,0,,
2020-06-07,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Anggur Barat II No.1,Cipete Selatan,Cilandak, Kota Administrasi Jakarta Selatan,0,5000000,,
2020-06-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Poncol Raya No.34,Kuningan Barat,Mampang Prapatan, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-08,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Komplek Kavling DKI,Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur,0,0,,
2020-06-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Akses Marunda No. 71,Marunda,Cilincing, Kota Administrasi Jakarta Utara,0,100000,,
2020-06-08,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Telepon,Jl. Mushola Nurul Iman,Pulau Tidung,Kep. Seribu Selatan, Kab. Administrasi Kep. Seribu,0,0,,
2020-06-08,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Lingkungan Mampang Prapatan,Mampang Prapatan,Mampang Prapatan, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-08,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Raya Ragunan No. 1,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-08,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Ciputat Raya (Depan Sekolah Polwan),Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-08,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Ciledug Raya (Depan Univ. Budi Luhur),Petukangan Utara,Pesanggrahan, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-08,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Cileduk Raya (Depan Pasar Cipulir),Cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Tanah Koja 2 No. 19B,Jatinegara Kaum,Pulogadung, Kota Administrasi Jakarta Timur,0,0,,
2020-06-08,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Berdikari No. 1, Gg. Kenanga 4",Rawa Badak Utara,Koja, Kota Administrasi Jakarta Utara,0,0,,
2020-06-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Meruya Selatan,Kembangan Utara,Kembangan, Kota Administrasi Jakarta Barat,0,0,,
2020-06-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Sawah Balong,Srengseng,Kembangan, Kota Administrasi Jakarta Barat,0,0,,
2020-06-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Tubagus Angke Komp. Rukan Jelambar Center Blok E, No. 41",Jelambar,Grogol Petamburan, Kota Administrasi Jakarta Barat,0,4000000,,
2020-06-08,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kawi Kawi Atas,Johar Baru,Johar Baru, Kota Administrasi Jakarta Pusat,0,300000,,
2020-06-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Tanah Abang 4 No. 31,Petojo Selatan ,Gambir, Kota Administrasi Jakarta Pusat,0,0,,
2020-06-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Medan Merdeka Barat (Gd. MK),Gambir ,Gambir, Kota Administrasi Jakarta Pusat,0,0,,
2020-06-08,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Rusun Damkar Jakarta Timur, Blok B",Ciracas,Ciracas, Kota Administrasi Jakarta Timur,0,0,,
2020-06-08,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Arabima (Mess TNI),Pondok Kopi,Duren Sawit, Kota Administrasi Jakarta Timur,0,0,,
2020-06-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Madrasah Al Husnah, No. 43",Lebak Bulus,Cilandak, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Petogogan I,Gandaria Utara,Kebayoran Baru, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-09,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Permai No.2,",Cibubur,Ciracas, Kota Administrasi Jakarta Timur,0,0,,
2020-06-09,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl.Lagoa Kanal,Kebon Bawang,Tanjung Priok, Kota Administrasi Jakarta Utara,0,15000000,,
2020-06-09,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Kramat No..116,Semanan,Kalideres, Kota Administrasi Jakarta Barat,0,0,,
2020-06-09,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain, Jl danau elok,Penggilingan,Cakung, Kota Administrasi Jakarta Timur,0,0,,
2020-06-09,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Muara Baru No.5 PT.KMC,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara,0,0,,
2020-06-09,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. KEBAGUSAN DALAM 1 RT.08/04 ,Kebagusan,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-09,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Datang, Pos Jeruk Purut Cilandak Timur Jl.Madrasah RT 007/03 ,Cilandak Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-09,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jln Anggur 3,No 29,RT 012/RW 06 ",Cipete Selatan,Cilandak, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-09,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon, JLn.Batu Rt.01 Rw.08 no.181 ,Srengseng Sawah,Jagakarsa, Kota Administrasi Jakarta Selatan,0,0,,
2020-06-09,Kebakaran,Bencana Kebakaran,Masyarakat Telepon, Jl. Salman no.187 ,Kebon jeruk,Kebun Jeruk, Kota Administrasi Jakarta Barat,0,0,,
2020-06-10,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Joglo Raya Rt 03/06, Gg. H. Bihar",Joglo,Kembangan, Kota Administrasi Jakarta Barat,1,2000000,,
