tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Batu Kristal No.35,Kayu Putih,Pulogadung, Kota Administrasi Jakarta Timur,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Rawa Makmur,Rawa Terate,Cakung, Kota Administrasi Jakarta Timur,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Kamboja,Kebon Pala,Makasar, Kota Administrasi Jakarta Timur,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,RT. 01 RW.03,Gedong,Pasar Rebo, Kota Administrasi Jakarta Timur,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jalan Pusdiklat Depnaker RI,Pinang Ranti,Makasar, Kota Administrasi Jakarta Timur,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,RT.14 RW.09,Pulogadung,Pulogadung, Kota Administrasi Jakarta Timur,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,jl. Pulo Nangka,Pulogadung,Pulogadung, Kota Administrasi Jakarta Timur,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Pulomas Utara 3A,Kayu Putih,Pulogadung, Kota Administrasi Jakarta Timur,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Pulo Mas Kayu Putih,Kayu Putih,Pulogadung, Kota Administrasi Jakarta Timur,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Kampung Pulo Gg.3,Kampung Mester/Melayu,Jatinegara, Kota Administrasi Jakarta Timur,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,"Komplek Jatiasih, Kel. jatiasih, Kec. Bekasi",Bekasi,Bekasi,Kota Bekasi,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Pejagalan,Pejagalan,Penjaringan, Kota Administrasi Jakarta Utara,0,0,,
2020-01-02,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl Bendungan Hilir Raya (RS. Minto harjo),Bendungan Hilir,Tanah Abang, Kota Administrasi Jakarta Pusat,0,0,,
2020-01-02,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. danau Toba,Bendungan Hilir,Tanah Abang, Kota Administrasi Jakarta Pusat,0,0,,
2020-01-02,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Kopro banjir,Bendungan Hilir,Tanah Abang, Kota Administrasi Jakarta Pusat,0,0,,
2020-01-02,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Bendungan Hilir (Apartemen Batavia),Bendungan Hilir,Tanah Abang, Kota Administrasi Jakarta Pusat,0,0,,
2020-01-01,Bantuan Operasi,Penyedotan genangan Air,Petugas Pemadam,Jl. medan Merdeka selatan Blok B No.8-9,Gambir ,Gambir, Kota Administrasi Jakarta Pusat,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Karet Pasar Baru Barat II (belakang Hotel Sangrila),Karet Tengsin,Tanah Abang, Kota Administrasi Jakarta Pusat,0,0,,
2020-01-01,Penyelamatan,Evakuasi Banjir / Penyelamatan Air ,Petugas Pemadam,Jl. Utama Raya,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat,0,0,,
