tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,,
2020-11-04,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl. Cilandak Timur KKO No. 17,Cilandak Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-04,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl. Benda Bawah,Cilandak Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-04,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Punawarman,Selong,Kebayoran Baru, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-04,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Rukan Sentra Pemuda Rawamangun,Rawamangun,Pulogadung, Kota Administrasi Jakarta Timur,0,500000,,
2020-11-04,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Bina Sarana Informatika Jl. Dewi Sartika No. 289,Cawang,Kramat Jati, Kota Administrasi Jakarta Timur,0,0,,
2020-11-05,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Kelapa Sawit, Blok H, No. 9",Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur,0,0,,
2020-11-05,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Jatibaru Raya - Tanah Rendah,Kampung Bali,Tanah Abang, Kota Administrasi Jakarta Pusat,0,0,,
2020-11-05,Penyelamatan,Pohon Tumbang,Petugas Pemadam,Jl. HBR Motik,Kebon Kosong,Kemayoran, Kota Administrasi Jakarta Pusat,0,0,,
2020-11-05,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Datang,Jl. Saluran Inspeksi Kalimalang (Sektor V Duren Sawit),Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur,0,0,,
2020-11-05,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Kepu,Pegangsaan Dua,Kelapa Gading, Kota Administrasi Jakarta Utara,0,0,,
2020-11-05,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Tanjung Barat Raya,Pasar Minggu,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-05,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Aminah,Bintaro,Pesanggrahan, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-05,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Pondok Jaya III, No. 15A",Pela Mampang,Mampang Prapatan, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-05,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl. Sukabumi Selatan Raya,Sukabumi Selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat,0,0,,
2020-11-05,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Jeruk Manis Raya, No. 30",Kebon Jeruk,Kebun Jeruk, Kota Administrasi Jakarta Barat,0,0,,
2020-11-05,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Raya Tanjung Barat (Poltangen),Pejaten Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
