tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,,
2020-08-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Karet Belakang Barat No.2,Karet Kuningan,Setiabudi, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Karet Sawah,Karet,Setiabudi, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Raya Jagakarsa,Jagakarsa,Jagakarsa, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam, Jl. Kebagusan IV,Kebagusan,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Raya Lenteng agung,Srengseng sawah,Jagakarsa, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Ragunan Raya ,Pasar Minggu,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. jati Padang Utara,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Karya Utama,Gandaria Utara,Kebayoran Baru, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-07,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Salamun ,Pondok Rangon,Cipayung, Kota Administrasi Jakarta Timur,0,0,,
2020-08-07,Penyelamatan,Penyelamatan Transportasi,Masyarakat Telepon,Pelabuhan dermaga Barat Pulau Lancang,Pulau Lancang,Kep. Seribu Selatan, Kab. Administrasi Kep. Seribu,0,0,,
2020-08-07,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl. Dewi Sartika Depan POM Bensin ,cawang,Kramat Jati, Kota Administrasi Jakarta Timur,0,0,,
2020-08-07,Bantuan Operasi,Bantuan Operasi Lainnya,Petugas Pemadam,Jl. jend sudirman,Gelora,Tanah Abang, Kota Administrasi Jakarta Pusat,0,0,,
2020-08-07,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Letjend R soeprapto Harapan Mulya,harapan Mulia,Kemayoran, Kota Administrasi Jakarta Pusat,0,0,,
2020-08-07,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Taman Palem Lestari Blok. C21 No. 19,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat,0,0,,
2020-08-07,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Petak Baru, No. 56",Roa Malaka,Tambora, Kota Administrasi Jakarta Barat,0,0,,
2020-08-08,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,Jl. Kumbang Raya,Pegadungan,Kalideres, Kota Administrasi Jakarta Barat,0,0,,
